,0,1,2,3
Unnamed: 0,Metals,Precious Metal,avg,sum
Sep 2013,160.862864375386,111.109327491802,135.986095933594,271.972191867188
Oct 2013,161.121096142723,108.493625578457,134.80736086059,269.61472172118
Nov 2013,161.394022329681,105.323943034522,133.358982682101,266.717965364203
Dec 2013,162.384862962093,101.069773984852,131.727318473473,263.454636946945
Jan 2014,159.427798963313,102.854095219387,131.14094709135,262.2818941827
Feb 2014,155.164694726247,107.062421981374,131.113558353811,262.227116707621
Mar 2014,147.982321352322,109.847918261492,128.915119806907,257.830239613814
Apr 2014,152.947534761982,106.900404034682,129.923969398332,259.847938796664
May 2014,148.833347762184,106.184769038598,127.509058400391,255.018116800782
Jun 2014,145.352258911182,105.765001781843,125.558630346513,251.117260693025
Jul 2014,149.668853756846,108.710613895234,129.18973382604,258.37946765208
Aug 2014,148.719574260509,107.119902693752,127.91973847713,255.839476954261
Sep 2014,141.533073191234,102.189165046201,121.861119118717,243.722238237435
Oct 2014,134.989481353785,99.9448568089726,117.467169081379,234.934338162758
Nov 2014,132.780149803297,96.0988697026449,114.439509752971,228.879019505942
Dec 2014,125.876324481046,98.140436381001,112.008380431023,224.016760862047
Jan 2015,120.267633922484,101.94334231931,111.105488120897,222.210976241794
Feb 2015,115.808554906973,99.9544504640002,107.881502685487,215.763005370973
Mar 2015,113.230178467383,96.1005378787467,104.665358173065,209.33071634613
Apr 2015,111.072908049295,97.4565461027608,104.264727076028,208.529454152056
May 2015,117.01630292816,97.7236919945618,107.369997461361,214.739994922722
Jun 2015,111.965081746779,95.8214036860858,103.893242716432,207.786485432865
Jul 2015,102.117171676301,91.2091503402733,96.6631610082871,193.326322016574
Aug 2015,100.69209081115,89.96939189576,95.330741353455,190.66148270691
Sep 2015,100.781938897062,90.3802891429538,95.5811140200079,191.162228040016
Oct 2015,98.0743918961424,93.54708508222,95.8107384891812,191.621476978362
Nov 2015,90.2139752942425,87.1168998516058,88.6654375729241,177.330875145848
Dec 2015,86.0137384065254,85.5544994945081,85.7841189505168,171.568237901034
Jan 2016,85.2590945144239,87.3661360953555,86.3126153048897,172.625230609779
Feb 2016,89.3216259264647,95.2034384641721,92.2625321953184,184.525064390637
Mar 2016,96.9201854154129,99.0355032186881,97.9778443170505,195.955688634101
Apr 2016,99.0668072401867,99.1572578035767,99.1120325218817,198.224065043763
May 2016,95.8293442515157,100.739401282109,98.2843727668124,196.568745533625
Jun 2016,95.0139830457564,101.744081309226,98.3790321774912,196.758064354982
Jul 2016,100.441018196048,107.735667871137,104.088343033593,208.176686067185
Aug 2016,102.240914481244,108.262475253682,105.251694867463,210.503389734926
Sep 2016,100.007225170534,106.721356716139,103.364290943336,206.728581886673
Oct 2016,101.129979036256,101.539710836501,101.334844936379,202.669689872757
Nov 2016,115.236430809222,99.4586076966432,107.347519252933,214.695038505865
Dec 2016,119.533391912936,93.0363634527714,106.284877682854,212.569755365707
Jan 2017,121.368344497015,96.4562649711042,108.91230473406,217.824609468119
Feb 2017,128.723245227462,100.031210191467,114.377227709465,228.754455418929
Mar 2017,127.21434467125,99.5356590530384,113.375001862144,226.750003724288
Apr 2017,116.892171289011,102.22388314725,109.558027218131,219.116054436261
May 2017,111.665433008529,100.19375706878,105.929595038654,211.859190077309
Jun 2017,109.860045332343,101.62241624347,105.741230787907,211.482461575813
Jul 2017,117.186914737698,99.5773434044663,108.382129071082,216.764258142164
Aug 2017,127.01562782119,103.525666870864,115.270647346027,230.541294692054
Sep 2017,126.102736346403,106.074200303923,116.088468325163,232.176936650326
Oct 2017,124.233508544816,103.333746699242,113.783627622029,227.567255244058
Nov 2017,125.772876291506,103.770037023669,114.771456657587,229.542913315175
Dec 2017,130.229049472732,101.993793426825,116.111421449778,232.222842899557
